Mach,alpha,cr,ci,omega_i,stage1_mismatch,cr_box_min,cr_box_max,ci_box_min,ci_box_max,status,exception,ln_p_start_right_exact_600,stage2_mismatch_exact_600,y_limit_600,amplitude_status_600,ln_p_start_right_exact_1200,stage2_mismatch_exact_1200,y_limit_1200,amplitude_status_1200,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_edge_frac,max_center_jump,max_adjacent_jump,max_left_right_energy_ratio,p_ylimit_rel_l2,rho_ylimit_rel_l2,u_ylimit_rel_l2,v_ylimit_rel_l2,max_ylimit_rel_l2,reject_reasons,campaign_target_status,source_file
1.2,0.25,0.262116,0.03822,0.009555,2.629892840843715e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-66.93779282543694,1.3272660918788575e-16,600.0,exact_log_amplitude_match,-72.66949856175835,1.675448736144339e-16,655.4172871861665,exact_log_amplitude_match,4.548158094238499e-05,4.616153248142074e-05,0.1247156424703329,6.334004098953597,4.5481580942384985e-05,4.616153248153394e-05,0.1247156424703329,6.334004098953595,1.0320881465180072e-05,0.0014342933692397,0.0283010250769569,2.390655749078002,4.7638154814778246e-05,0.0020398637099931,0.1306292120894295,13.72220571226956,True,4.7638154814778246e-05,0.0020398637099931,0.1306292120894295,13.72220571226956,0.0016881886842089,0.0016881886842089,0.0008654305156148,0.0021322517586867,0.0021322517586867,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.20_alpha0.25000_candidates.csv
1.2,0.275,0.271156,0.0257027999999999,0.00706827,3.756728601154888e-06,0.2,0.45,0.015,0.06,strict_auto_validated,,-78.79722103522248,1.6218235002629335e-16,600.0,exact_log_amplitude_match,-114.5972799565603,4.677796359208562e-16,890.5256282798917,exact_log_amplitude_match,4.536187921303252e-05,6.10502832757455e-05,0.2362517384142865,9.469903929018688,4.536187921303252e-05,6.105028327561363e-05,0.2362517384142865,9.46990392901869,1.0420523311662143e-05,0.0013434838019886,0.0542717098646892,3.2703226643352257,4.7116702241258105e-05,0.0028987873306109,0.2453911303050132,19.719294052027927,True,4.7116702241258105e-05,0.0028987873306109,0.2453911303050132,19.719294052027927,0.0032669307096026,0.0032669307096026,0.0017506042917477,0.0040583677907048,0.0040583677907048,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.20_alpha0.27500_candidates.csv
1.2,0.3,0.2793559999999999,0.013256,0.0039768,3.568734896205936e-05,0.2,0.45,0.005,0.02,rejected,,-91.63765099885852,1.882135790128543e-16,600.0,exact_log_amplitude_match,-178.43279535534344,1.6428543621701505e-15,1200.0,exact_log_amplitude_match,0.0005258190459835,8.839914906024088e-05,0.5707252385056857,18.4317858461089,0.0005258190459835,8.839914906036418e-05,0.5707252385056856,18.431785846108905,0.0001145671817745,0.0019644682436771,0.1243514905796014,5.746944032765444,0.0005398727953715,0.0033232607852024,0.5859792112847753,36.70933489987262,True,0.0005398727953715,0.0033232607852024,0.5859792112847753,36.70933489987262,0.0175802027276629,0.0175802027276629,0.0097565069322674,0.0214338935832813,0.0214338935832813,adjacent_jump_too_large,near_valid_except_adjacent_jump,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.20_alpha0.30000_candidates.csv
1.25,0.05,0.12004,0.12,0.006,0.0001720756113997,0.0,0.25,0.05,0.12,strict_auto_validated,,-7.933654820190119,2.3216056953226242e-18,600.0,exact_log_amplitude_match,-9.619976854143625,4.398924824046181e-18,943.990311806508,exact_log_amplitude_match,4.567786415107517e-05,2.8108687267870024e-05,0.0472571271655541,1.4412166420974342,4.567786415107518e-05,2.810868726817787e-05,0.0472571271655541,1.4412166420974342,2.5112360357585143e-06,0.0099385172435149,0.0099389398687029,1.0496269787974857,4.7063184435324414e-05,0.004210877332243,0.0486903434083553,2.4542595397207685,True,4.7063184435324414e-05,0.0099385172435149,0.0486903434083553,2.4542595397207685,0.0001377900635253,0.0001377900635253,1.6967408941373195e-05,0.0001743661023802,0.0001743661023802,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.05000_candidates.csv
1.25,0.075,0.166756,0.11387584,0.008540688,5.696690464052478e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-11.80284408193625,5.356746477032144e-18,600.0,exact_log_amplitude_match,-12.792637292720883,6.757659727646327e-18,687.0796118255834,exact_log_amplitude_match,4.573673574573962e-05,9.528145665236772e-06,0.0405511249587491,1.72377253730494,4.573673574573962e-05,9.528145665325645e-06,0.0405511249587491,1.7237725373049395,3.6265471221283153e-06,0.0006193310573735,0.003215370819985,1.0718470594458993,4.75755494519398e-05,0.0021921392268366,0.0421814547835646,3.543098758801577,True,4.75755494519398e-05,0.0021921392268366,0.0421814547835646,3.543098758801577,7.910332969853637e-05,7.91033296985343e-05,1.4528993855832168e-05,0.0001036285990724,0.0001036285990724,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.07500_candidates.csv
1.25,0.1,0.197884,0.1025,0.01025,3.500324077985516e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-16.35889941390081,1.0017617402273689e-17,583.9294749682094,exact_log_amplitude_match,-16.35889941390081,1.0017617402273689e-17,583.9294749682094,exact_log_amplitude_match,4.576107703097985e-05,9.66317664955432e-06,0.0408423523703603,2.029106260904912,4.576107703097986e-05,9.663176649622204e-06,0.0408423523703603,2.0291062609049115,4.701807052309447e-06,0.0003156134010078,0.0041964235299327,1.1268167786715222,4.789269472543846e-05,0.001739642518562,0.042744848697906,4.766620727098445,True,4.789269472543846e-05,0.001739642518562,0.042744848697906,4.766620727098445,2.5098074399527925e-17,4.500998574851498e-17,1.204774285844095e-16,6.116925978461568e-17,1.204774285844095e-16,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.10000_candidates.csv
1.25,0.125,0.221328,0.09088,0.01136,6.073828054659991e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-20.64695973682748,1.4792433069869514e-17,534.0213847026677,exact_log_amplitude_match,-20.64695973682748,1.4792433069869514e-17,534.0213847026677,exact_log_amplitude_match,0.000115519014736,2.792735700484236e-05,0.0440351856920045,2.3837985475951395,0.000115519014736,2.7927357004845437e-05,0.0440351856920045,2.383798547595139,1.4442458101839802e-05,0.0008059414974005,0.0055053821729401,1.1976816147978708,0.0001213733431305,0.0035176567509832,0.0462668220900511,6.088155793257639,True,0.0001213733431305,0.0035176567509832,0.0462668220900511,6.088155793257639,2.966298730272864e-17,8.610959565657696e-17,9.067711266242623e-17,4.660260143221442e-17,9.067711266242623e-17,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.12500_candidates.csv
1.25,0.15,0.2399799999999999,0.0791199999999999,0.0118679999999999,4.55381136374981e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-26.097006672070165,2.237028230248891e-17,516.2877289368411,exact_log_amplitude_match,-26.097006672070165,2.237028230248891e-17,516.2877289368411,exact_log_amplitude_match,0.000112296371405,3.783845738651032e-05,0.0504815233480104,2.823157373760199,0.000112296371405,3.783845738654626e-05,0.0504815233480104,2.8231573737602003,1.638606304572373e-05,0.0011662543511868,0.0073661634287482,1.2962044667316692,0.0001182028734077,0.0033582094937817,0.0531367223987497,7.533318930379222,True,0.0001182028734077,0.0033582094937817,0.0531367223987497,7.533318930379222,9.765367796762751e-17,9.3891097807494e-17,8.673535449501977e-17,9.79996249110277e-17,9.79996249110277e-17,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.15000_candidates.csv
1.25,0.175,0.2552839999999999,0.0672311999999999,0.0117654599999999,1.1531255341705072e-05,0.2,0.45,0.05,0.12,strict_auto_validated,,-33.396999665483975,3.542942047099963e-17,524.839694127228,exact_log_amplitude_match,-33.396999665483975,3.542942047099963e-17,524.839694127228,exact_log_amplitude_match,0.0001137471742186,4.942486808621142e-05,0.0617475219249308,3.4002001810637816,0.0001137471742186,4.942486808600955e-05,0.0617475219249308,3.4002001810637816,1.8802315025298352e-05,0.001580906100399,0.0102068149581676,1.431774139201817,0.0001197001193624,0.0034333204364618,0.0649790713090239,9.190371749970382,True,0.0001197001193624,0.0034333204364618,0.0649790713090239,9.190371749970382,7.511742023986485e-17,6.598443367973592e-17,6.867551539601761e-17,4.118785668323344e-17,7.511742023986485e-17,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.17500_candidates.csv
1.25,0.2,0.268116,0.055376,0.0110752,1.4977398671999673e-06,0.2,0.45,0.05,0.12,strict_auto_validated,,-43.70354152072308,6.018520689451255e-17,561.0421205637227,exact_log_amplitude_match,-43.70354152072308,6.018520689451255e-17,561.0421205637227,exact_log_amplitude_match,0.0001202727514265,6.112639986999524e-05,0.0812027850158566,4.202427426948059,0.0001202727514265,6.112639986997105e-05,0.0812027850158566,4.202427426948059,2.19878658364344e-05,0.0015381281702041,0.0148452240536334,1.623817506153326,0.0001262787192733,0.0036669896472322,0.0852577460076447,11.230691256761192,True,0.0001262787192733,0.0036669896472322,0.0852577460076447,11.230691256761192,9.202421047761926e-17,5.708737779422946e-17,9.230886067791643e-17,5.629721509087895e-17,9.230886067791643e-17,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.20000_candidates.csv
1.25,0.225,0.2790999999999999,0.04346088,0.009778698,2.1692145936126876e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-56.29286442231924,9.755619258746124e-17,600.0,exact_log_amplitude_match,-59.61048490527163,1.1479985263305151e-16,638.7322004688676,exact_log_amplitude_match,4.561887755289934e-05,3.5102916245465374e-05,0.1177427298289685,5.428075610255485,4.5618877552899335e-05,3.510291624536339e-05,0.1177427298289685,5.428075610255484,9.009417682471874e-06,0.000570318443247,0.0232533873915141,1.9217935264330093,4.768245659984001e-05,0.0021022098345291,0.123068845753739,14.10620448520672,True,4.768245659984001e-05,0.0021022098345291,0.123068845753739,14.10620448520672,0.0019350418529755,0.0019350418529755,0.0008722363070352,0.0025169360042029,0.0025169360042029,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.22500_candidates.csv
1.25,0.275,0.297344,0.01968176,0.005412484,1.891308492170563e-05,0.2,0.45,0.005,0.02,rejected,,-79.04206143526778,1.4700644318311178e-16,600.0,exact_log_amplitude_match,-148.7355075539651,8.559643794420006e-16,1163.726520470485,exact_log_amplitude_match,4.547553630067812e-05,8.571829937498469e-05,0.3875990488849908,12.217025257117864,4.547553630067811e-05,8.571829937493529e-05,0.3875990488849907,12.21702525711786,9.293720825935296e-06,0.0018498492548316,0.0792126414720575,3.536693832737728,4.675652593568031e-05,0.0032034694009395,0.3985172348397927,29.08299034876703,True,4.675652593568031e-05,0.0032034694009395,0.3985172348397927,29.08299034876703,0.0072318623971045,0.0072318623971045,0.0036160799960753,0.0090844046781078,0.0090844046781078,adjacent_jump_too_large,near_valid_except_adjacent_jump,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.27500_candidates.csv
1.25,0.3,0.3050400000000001,0.007841408,0.0023524224,5.595780948659196e-05,0.2,0.45,0.001,0.008,rejected,,-91.84420851541518,1.6921319403198687e-16,600.0,exact_log_amplitude_match,-178.8431275825638,1.0229512080997123e-15,1200.0,exact_log_amplitude_match,0.0114895769036475,0.0001023591529755,0.9621373322342432,30.87638724176191,0.0114895769036475,0.0001023591529757,0.9621373322342434,30.87638724176192,0.0021234461714804,0.0020907467509359,0.1778174123994635,7.929191043915458,0.0116573925747465,0.0031218557566447,0.9761902189029416,69.85740456102579,True,0.0116573925747465,0.0031218557566447,0.9761902189029416,69.85740456102579,0.0364242493825176,0.0364242493825176,0.0188926778743173,0.0448092338187761,0.0448092338187761,adjacent_jump_too_large,near_valid_except_adjacent_jump,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.25_alpha0.30000_candidates.csv
1.3,0.05,0.16154,0.1092311999999999,0.0054615599999999,1.133679921690089e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-8.444553924494306,2.35715597087012e-18,600.0,exact_log_amplitude_match,-11.101800116477076,6.188354341601413e-18,1061.6219782040907,exact_log_amplitude_match,4.5620946587511154e-05,6.3852211634983545e-06,0.0675123321081798,1.5825857240968682,4.562094658751117e-05,6.385221163667183e-06,0.0675123321081798,1.5825857240968684,2.2830109990819083e-06,0.0003154302666527,0.0033785225495263,1.0303859571977392,4.6895291479568296e-05,0.0031376800699514,0.0693981762654879,3.1869934695459228,True,4.6895291479568296e-05,0.0031376800699514,0.0693981762654879,3.1869934695459228,0.0003298363296429,0.0003298363296429,3.808795793483538e-05,0.0004304733596017,0.0004304733596017,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.05000_candidates.csv
1.3,0.075,0.2012,0.1005511999999999,0.0075413399999999,2.081992560069941e-06,0.2,0.45,0.05,0.12,strict_auto_validated,,-12.178120514510464,5.525866024107775e-18,600.0,exact_log_amplitude_match,-14.41608410921517,9.113814972374848e-18,786.5942103911958,exact_log_amplitude_match,4.567181235335381e-05,1.123819307403699e-05,0.059013134980223,1.8770599930549807,4.567181235335381e-05,1.1238193073838006e-05,0.0590131349802231,1.8770599930549812,3.3285582151651786e-06,0.0004704342876969,0.0043008727948289,1.0650463193335695,4.732867658978797e-05,0.0024630845060317,0.0611539905274502,4.572558914642092,True,4.732867658978797e-05,0.0024630845060317,0.0611539905274502,4.572558914642092,9.236256224360136e-05,9.2362562243601e-05,1.5701916235622343e-05,0.0001239922751026,0.0001239922751026,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.07500_candidates.csv
1.3,0.25,0.313656,0.0255760799999999,0.0063940199999999,2.362247547398914e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-67.3415305234061,1.16522063507331e-16,600.0,exact_log_amplitude_match,-106.41554810111649,4.364828691166216e-16,975.3674346641056,exact_log_amplitude_match,4.5653506084238174e-05,7.945433053014048e-05,0.2960916372528194,9.13866747022626,4.5653506084238174e-05,7.945433053038243e-05,0.2960916372528195,9.13866747022626,8.545853898366783e-06,0.001769177951956,0.0554252255636597,2.5067447044733626,4.69763803285137e-05,0.0027534824609635,0.3046713068702795,25.686419184858067,True,4.69763803285137e-05,0.0027534824609635,0.3046713068702795,25.686419184858067,0.0069594203979416,0.0069594203979416,0.0031179883007658,0.008977890589163,0.008977890589163,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.25000_candidates.csv
1.3,0.275,0.32164,0.0142822399999999,0.003927616,4.991436176425347e-06,0.2,0.45,0.005,0.02,rejected,,-79.16598456183402,1.3218627855785874e-16,600.0,exact_log_amplitude_match,-153.46505780563132,1.1738278238540643e-15,1200.0,exact_log_amplitude_match,0.0005369329767556,9.699151517496616e-05,0.6079786389121138,16.54568368203777,0.0005369329767556,9.69915151748927e-05,0.6079786389121137,16.54568368203777,9.736904058600788e-05,0.0016315204399806,0.1102526745989086,4.022559426846009,0.0005464549151774,0.0032254079088022,0.6187604970064001,44.08644278102077,True,0.0005464549151774,0.0032254079088022,0.6187604970064001,44.08644278102077,0.0192234626784092,0.0192234626784092,0.0090122432287972,0.0243061269398385,0.0243061269398385,adjacent_jump_too_large,near_valid_except_adjacent_jump,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.27500_candidates.csv
